topic-id,topic-name,layer,courses,topic-codes,lesson-paths,source-paths
4425,The Conditional Definition of a Set,59,PS1,PS1.1.2.5,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.5. The Conditional Definition of a Set.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.5. The Conditional Definition of a Set
149,Elementary Row Operations,60,PS1,PS1.2.1.4,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.4. Elementary Row Operations.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.4. Elementary Row Operations
1849,Vectors in N-Dimensional Euclidean Space,60,PS1,PS1.3.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Lessons/3.1.1. Vectors in N-Dimensional Euclidean Space.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Source/3.1.1. Vectors in N-Dimensional Euclidean Space
2026,Moments and Center of Mass,60,PS2,PS2.7.3.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/7. Applications of Multivariable Calculus/7.3. Applications of Multiple Integrals/Lessons/7.3.3. Moments and Center of Mass.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/7. Applications of Multivariable Calculus/7.3. Applications of Multiple Integrals/Source/7.3.3. Moments and Center of Mass
2703,Vectors Over the Complex Numbers,60,PS1,PS1.5.3.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Lessons/5.3.1. Vectors Over the Complex Numbers.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Source/5.3.1. Vectors Over the Complex Numbers
4393,Describing Sets Using Set-Builder Notation,60,PS1,PS1.1.2.6,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.6. Describing Sets Using Set-Builder Notation.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.6. Describing Sets Using Set-Builder Notation
48,Cardinality of Finite Sets,61,PS1,PS1.1.2.8,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.8. Cardinality of Finite Sets.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.8. Cardinality of Finite Sets
50,Subsets,61,PS1,PS1.1.2.10,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.10. Subsets.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.10. Subsets
1047,Solving Systems of Equations Using Back Substitution,61,PS1,PS1.2.1.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.3. Solving Systems of Equations Using Back Substitution.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.3. Solving Systems of Equations Using Back Substitution
3029,Creating Rows or Columns Containing Zeros Using Gaussian Elimination,61,PS1,PS1.2.1.5,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.5. Creating Rows or Columns Containing Zeros Using Gaussian Elimination.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.5. Creating Rows or Columns Containing Zeros Using Gaussian Elimination
151,Solving 2x2 Systems of Equations Using Gaussian Elimination,62,PS1,PS1.2.1.6,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.6. Solving 2x2 Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.6. Solving 2x2 Systems of Equations Using Gaussian Elimination
1376,The Vector Equation of a Line,62,PS1,PS1.1.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.1. The Vector Equation of a Line.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.1. The Vector Equation of a Line
1726,Elementary 2x2 Matrices,62,PS1,PS1.2.2.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Lessons/2.2.1. Elementary 2x2 Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Source/2.2.1. Elementary 2x2 Matrices
1737,The Domain of a Vector-Valued Function,62,PS1,PS1.7.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/7. Vector Functions and Vector Fields/7.1. Vector-Valued Functions/Lessons/7.1.1. The Domain of a Vector-Valued Function.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/7. Vector Functions and Vector Fields/7.1. Vector-Valued Functions/Source/7.1.1. The Domain of a Vector-Valued Function
1775,Cramer's Rule for 2x2 Systems of Linear Equations,62,PS1,PS1.2.4.8,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Lessons/2.4.8. Cramer's Rule for 2x2 Systems of Linear Equations.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Source/2.4.8. Cramer's Rule for 2x2 Systems of Linear Equations
4386,Infinite Sets,62,PS1,PS1.1.2.9,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.9. Infinite Sets.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.9. Infinite Sets
49,The Cartesian Product,63,PS1,PS1.1.3.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Lessons/1.3.3. The Cartesian Product.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Source/1.3.3. The Cartesian Product
55,Indexed Sets,63,PS1,PS1.1.3.5,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Lessons/1.3.5. Indexed Sets.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Source/1.3.5. Indexed Sets
290,The Floor and Ceiling Functions,63,PS2,PS2.9.1.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.2. The Floor and Ceiling Functions.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Source/9.1.2. The Floor and Ceiling Functions
1048,Solving 3x3 Systems of Equations Using Gaussian Elimination,63,PS1,PS1.2.1.8,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.8. Solving 3x3 Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.8. Solving 3x3 Systems of Equations Using Gaussian Elimination
1373,Solving 2x2 Singular Systems of Equations Using Gaussian Elimination,63,PS1,PS1.2.1.7,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.7. Solving 2x2 Singular Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.7. Solving 2x2 Singular Systems of Equations Using Gaussian Elimination
1731,Elementary 3x3 Matrices,63,PS1,PS1.2.2.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Lessons/2.2.3. Elementary 3x3 Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Source/2.2.3. Elementary 3x3 Matrices
1769,The Determinant of an NxN Matrix,63,PS1,PS1.2.4.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Lessons/2.4.1. The Determinant of an NxN Matrix.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Source/2.4.1. The Determinant of an NxN Matrix
1920,The Parametric Equations of a Line,63,PS1,PS1.1.1.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.2. The Parametric Equations of a Line.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.2. The Parametric Equations of a Line
3334,Sets and Functions,63,PS1,PS1.1.3.6,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Lessons/1.3.6. Sets and Functions.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Source/1.3.6. Sets and Functions
1799,The Cartesian Equation of a Line,64,PS1,PS1.1.1.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.3. The Cartesian Equation of a Line.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.3. The Cartesian Equation of a Line
1806,The Parametric Equations of a Plane,64,PS1,PS1.1.1.6,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.6. The Parametric Equations of a Plane.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.6. The Parametric Equations of a Plane
1904,Identifying the Pivot Columns of a Matrix,64,PS1,PS1.2.1.9,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.9. Identifying the Pivot Columns of a Matrix.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.9. Identifying the Pivot Columns of a Matrix
3387,Affine Transformations,64,PS1,PS1.6.5.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.5. Plane Transformations/Lessons/6.5.1. Affine Transformations.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.5. Plane Transformations/Source/6.5.1. Affine Transformations
4387,Visualizing Cartesian Products,64,PS1,PS1.1.3.4,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Lessons/1.3.4. Visualizing Cartesian Products.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.3. Set Operations/Source/1.3.4. Visualizing Cartesian Products
6669,Piecewise Continuity,64,PS2,PS2.9.1.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Lessons/9.1.3. Piecewise Continuity.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/9. Laplace Transforms/9.1. Laplace Transforms/Source/9.1.3. Piecewise Continuity
650,Differential Operators,65,PS1,PS1.13.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/13. Linear Differential Equations/13.1. Theory of Solutions to Linear ODEs/Lessons/13.1.1. Differential Operators.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/13. Linear Differential Equations/13.1. Theory of Solutions to Linear ODEs/Source/13.1.1. Differential Operators
1374,Solving 3x3 Singular Systems of Equations Using Gaussian Elimination,65,PS1,PS1.2.1.10,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.10. Solving 3x3 Singular Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.10. Solving 3x3 Singular Systems of Equations Using Gaussian Elimination
1727,Row Operations on 2x2 Matrices as Products of Elementary Matrices,65,PS1,PS1.2.2.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Lessons/2.2.2. Row Operations on 2x2 Matrices as Products of Elementary Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Source/2.2.2. Row Operations on 2x2 Matrices as Products of Elementary Matrices
1777,Triangular Matrices,65,PS1,PS1.2.5.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Lessons/2.5.1. Triangular Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Source/2.5.1. Triangular Matrices
1805,The Vector Equation of a Plane,65,PS1,PS1.1.1.4,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.4. The Vector Equation of a Plane.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.4. The Vector Equation of a Plane
2015,Matrices Over the Complex Numbers,65,PS1,PS1.5.3.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Lessons/5.3.2. Matrices Over the Complex Numbers.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Source/5.3.2. Matrices Over the Complex Numbers
3121,Bilinear Forms,65,PS2,PS2.2.2.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/2. Quadratic Forms/2.2. Quadratic Forms/Lessons/2.2.1. Bilinear Forms.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS2/2. Quadratic Forms/2.2. Quadratic Forms/Source/2.2.1. Bilinear Forms
4392,Describing Planar Regions Using Set-Builder Notation,65,PS1,PS1.1.2.7,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Lessons/1.2.7. Describing Planar Regions Using Set-Builder Notation.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.2. Introduction to Set Theory/Source/1.2.7. Describing Planar Regions Using Set-Builder Notation
42,Matrices With Easy-to-Find Inverses,66,PS1,PS1.2.3.5,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.3. The Inverse of a Matrix/Lessons/2.3.5. Matrices With Easy-to-Find Inverses.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.3. The Inverse of a Matrix/Source/2.3.5. Matrices With Easy-to-Find Inverses
1049,Reduced Row Echelon Form,66,PS1,PS1.2.1.11,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.11. Reduced Row Echelon Form.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.11. Reduced Row Echelon Form
1770,Finding Determinants Using Laplace Expansions,66,PS1,PS1.2.4.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Lessons/2.4.2. Finding Determinants Using Laplace Expansions.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Source/2.4.2. Finding Determinants Using Laplace Expansions
1779,LU Factorization of 2x2 Matrices,66,PS1,PS1.2.5.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Lessons/2.5.2. LU Factorization of 2x2 Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Source/2.5.2. LU Factorization of 2x2 Matrices
1807,The Cartesian Equation of a Plane,66,PS1,PS1.1.1.5,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.5. The Cartesian Equation of a Plane.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.5. The Cartesian Equation of a Plane
1851,Linear Combinations of Vectors in N-Dimensional Euclidean Space,66,PS1,PS1.3.1.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Lessons/3.1.2. Linear Combinations of Vectors in N-Dimensional Euclidean Space.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Source/3.1.2. Linear Combinations of Vectors in N-Dimensional Euclidean Space
1930,Interior and Boundary Points,66,PS1,PS1.6.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.1. Introduction to Multivariable Functions/Lessons/6.1.1. Interior and Boundary Points.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.1. Introduction to Multivariable Functions/Source/6.1.1. Interior and Boundary Points
2089,Row Operations on 3x3 Matrices as Products of Elementary Matrices,66,PS1,PS1.2.2.4,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Lessons/2.2.4. Row Operations on 3x3 Matrices as Products of Elementary Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.2. Elementary Matrices/Source/2.2.4. Row Operations on 3x3 Matrices as Products of Elementary Matrices
1375,The Eigenvalues and Eigenvectors of a 2x2 Matrix,67,PS1,PS1.5.1.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.1. The Eigenvalues and Eigenvectors of a 2x2 Matrix.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.1. The Eigenvalues and Eigenvectors of a 2x2 Matrix
1728,Finding the Inverse of a 2x2 Matrix Using Row Operations,67,PS1,PS1.2.3.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.3. The Inverse of a Matrix/Lessons/2.3.2. Finding the Inverse of a 2x2 Matrix Using Row Operations.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.3. The Inverse of a Matrix/Source/2.3.2. Finding the Inverse of a 2x2 Matrix Using Row Operations
1733,Gaussian Elimination For NxM Systems of Equations,67,PS1,PS1.2.1.12,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Lessons/2.1.12. Gaussian Elimination For NxM Systems of Equations.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.1. Gaussian Elimination/Source/2.1.12. Gaussian Elimination For NxM Systems of Equations
1771,Basic Properties of Determinants,67,PS1,PS1.2.4.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Lessons/2.4.3. Basic Properties of Determinants.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.4. Determinants/Source/2.4.3. Basic Properties of Determinants
1780,LU Factorization of 3x3 Matrices,67,PS1,PS1.2.5.3,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Lessons/2.5.3. LU Factorization of 3x3 Matrices.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/2. Matrices/2.5. LU Factorization/Source/2.5.3. LU Factorization of 3x3 Matrices
1808,The Intersection Between a Line and a Plane,67,PS1,PS1.1.1.9,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.9. The Intersection Between a Line and a Plane.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.9. The Intersection Between a Line and a Plane
1810,The Shortest Distance Between a Plane and a Point,67,PS1,PS1.1.1.8,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Lessons/1.1.8. The Shortest Distance Between a Plane and a Point.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/1. Preliminaries/1.1. Vector Geometry/Source/1.1.8. The Shortest Distance Between a Plane and a Point
1853,Subspaces of N-Dimensional Space,67,PS1,PS1.3.2.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.2. Subspaces of N-Dimensional Space/Lessons/3.2.1. Subspaces of N-Dimensional Space.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.2. Subspaces of N-Dimensional Space/Source/3.2.1. Subspaces of N-Dimensional Space
1906,Introduction to Abstract Vector Spaces,67,PS1,PS1.3.5.1,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.5. Abstract Vector Spaces/Lessons/3.5.1. Introduction to Abstract Vector Spaces.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/3. Vector Spaces/3.5. Abstract Vector Spaces/Source/3.5.1. Introduction to Abstract Vector Spaces
3706,The Image of an Affine Transformation,67,PS1,PS1.6.5.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.5. Plane Transformations/Lessons/6.5.2. The Image of an Affine Transformation.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.5. Plane Transformations/Source/6.5.2. The Image of an Affine Transformation
4063,Interiors and Boundaries of Sets,67,PS1,PS1.6.1.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.1. Introduction to Multivariable Functions/Lessons/6.1.2. Interiors and Boundaries of Sets.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/6. Multivariable Functions/6.1. Introduction to Multivariable Functions/Source/6.1.2. Interiors and Boundaries of Sets
6707,Linear Differential Operators,67,PS1,PS1.13.1.2,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/13. Linear Differential Equations/13.1. Theory of Solutions to Linear ODEs/Lessons/13.1.2. Linear Differential Operators.md,vault/MA/Mathematical-Methods-for-the-Physical-Sciences/PS1/13. Linear Differential Equations/13.1. Theory of Solutions to Linear ODEs/Source/13.1.2. Linear Differential Operators
