topic-id,topic-name,layer,courses,topic-codes,lesson-paths,source-paths
1989,Introduction to Recurrence Relations,58,DEQ,DEQ.7.1.1,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/7. Approximating Solutions to Differential Equations/7.1. Series Solutions of Differential Equations/Lessons/7.1.1. Introduction to Recurrence Relations.md,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/7. Approximating Solutions to Differential Equations/7.1. Series Solutions of Differential Equations/Source/7.1.1. Introduction to Recurrence Relations
2083,Row Echelon Form,59,LAL,LAL.2.2.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.2. Row Echelon Form.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.2. Row Echelon Form
4425,The Conditional Definition of a Set,59,LAL,LAL.1.1.5,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.5. The Conditional Definition of a Set.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.5. The Conditional Definition of a Set
149,Elementary Row Operations,60,LAL,LAL.2.2.4,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.4. Elementary Row Operations.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.4. Elementary Row Operations
1849,Vectors in N-Dimensional Euclidean Space,60,LAL,LAL.3.1.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Lessons/3.1.1. Vectors in N-Dimensional Euclidean Space.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Source/3.1.1. Vectors in N-Dimensional Euclidean Space
2026,Moments and Center of Mass,60,MVC,MVC.6.2.3,vault/MA/Mathematical-Analysis-&-Modeling/MVC/6. Applications of Multivariable Calculus/6.2. Applications of Multiple Integrals/Lessons/6.2.3. Moments and Center of Mass.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/6. Applications of Multivariable Calculus/6.2. Applications of Multiple Integrals/Source/6.2.3. Moments and Center of Mass
2703,Vectors Over the Complex Numbers,60,LAL,LAL.5.3.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Lessons/5.3.1. Vectors Over the Complex Numbers.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Source/5.3.1. Vectors Over the Complex Numbers
4393,Describing Sets Using Set-Builder Notation,60,LAL,LAL.1.1.6,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.6. Describing Sets Using Set-Builder Notation.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.6. Describing Sets Using Set-Builder Notation
48,Cardinality of Finite Sets,61,LAL,LAL.1.1.8,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.8. Cardinality of Finite Sets.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.8. Cardinality of Finite Sets
50,Subsets,61,LAL,LAL.1.1.10,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.10. Subsets.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.10. Subsets
1047,Solving Systems of Equations Using Back Substitution,61,LAL,LAL.2.2.3,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.3. Solving Systems of Equations Using Back Substitution.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.3. Solving Systems of Equations Using Back Substitution
3029,Creating Rows or Columns Containing Zeros Using Gaussian Elimination,61,LAL,LAL.2.2.5,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.5. Creating Rows or Columns Containing Zeros Using Gaussian Elimination.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.5. Creating Rows or Columns Containing Zeros Using Gaussian Elimination
3081,Product Notation,61,PAS,PAS.6.3.1,vault/MA/Mathematical-Analysis-&-Modeling/PAS/6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.1. Product Notation.md,vault/MA/Mathematical-Analysis-&-Modeling/PAS/6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.1. Product Notation
151,Solving 2x2 Systems of Equations Using Gaussian Elimination,62,LAL,LAL.2.2.6,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.6. Solving 2x2 Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.6. Solving 2x2 Systems of Equations Using Gaussian Elimination
1342,K Permutations of N With Repetition,62,PAS,PAS.1.2.2,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Lessons/1.2.2. K Permutations of N With Repetition.md,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Source/1.2.2. K Permutations of N With Repetition
1376,The Vector Equation of a Line,62,LAL,LAL.1.3.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.1. The Vector Equation of a Line.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.1. The Vector Equation of a Line
1726,Elementary 2x2 Matrices,62,LAL,LAL.2.3.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Lessons/2.3.1. Elementary 2x2 Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Source/2.3.1. Elementary 2x2 Matrices
1737,The Domain of a Vector-Valued Function,62,MVC,MVC.1.1.1,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Lessons/1.1.1. The Domain of a Vector-Valued Function.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Source/1.1.1. The Domain of a Vector-Valued Function
1775,Cramer's Rule for 2x2 Systems of Linear Equations,62,LAL,LAL.2.1.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Lessons/2.1.1. Cramer's Rule for 2x2 Systems of Linear Equations.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Source/2.1.1. Cramer's Rule for 2x2 Systems of Linear Equations
4386,Infinite Sets,62,LAL,LAL.1.1.9,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.9. Infinite Sets.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.9. Infinite Sets
49,The Cartesian Product,63,LAL,LAL.1.2.3,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Lessons/1.2.3. The Cartesian Product.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Source/1.2.3. The Cartesian Product
55,Indexed Sets,63,LAL,LAL.1.2.5,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Lessons/1.2.5. Indexed Sets.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Source/1.2.5. Indexed Sets
290,The Floor and Ceiling Functions,63,DEQ,DEQ.5.1.1,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.1. The Floor and Ceiling Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Source/5.1.1. The Floor and Ceiling Functions
1048,Solving 3x3 Systems of Equations Using Gaussian Elimination,63,LAL,LAL.2.2.8,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.8. Solving 3x3 Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.8. Solving 3x3 Systems of Equations Using Gaussian Elimination
1343,Combinations With Repetition,63,PAS,PAS.1.2.3,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Lessons/1.2.3. Combinations With Repetition.md,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Source/1.2.3. Combinations With Repetition
1373,Solving 2x2 Singular Systems of Equations Using Gaussian Elimination,63,LAL,LAL.2.2.7,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.7. Solving 2x2 Singular Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.7. Solving 2x2 Singular Systems of Equations Using Gaussian Elimination
1731,Elementary 3x3 Matrices,63,LAL,LAL.2.3.3,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Lessons/2.3.3. Elementary 3x3 Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Source/2.3.3. Elementary 3x3 Matrices
1769,The Determinant of an NxN Matrix,63,LAL,LAL.2.1.3,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Lessons/2.1.3. The Determinant of an NxN Matrix.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Source/2.1.3. The Determinant of an NxN Matrix
1776,Cramer’s Rule for 3x3 Systems,63,LAL,LAL.2.1.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Lessons/2.1.2. Cramer’s Rule for 3x3 Systems.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Source/2.1.2. Cramer’s Rule for 3x3 Systems
1911,Markov Chains,63,LAL,LAL.8.2.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/8. Applications of Linear Algebra/8.2. Markov Chains/Lessons/8.2.1. Markov Chains.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/8. Applications of Linear Algebra/8.2. Markov Chains/Source/8.2.1. Markov Chains
1920,The Parametric Equations of a Line,63,LAL,LAL.1.3.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.2. The Parametric Equations of a Line.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.2. The Parametric Equations of a Line
3334,Sets and Functions,63,LAL,LAL.1.2.6,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Lessons/1.2.6. Sets and Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Source/1.2.6. Sets and Functions
294,Logarithmic Differentiation,64,PAS,PAS.6.3.2,vault/MA/Mathematical-Analysis-&-Modeling/PAS/6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.2. Logarithmic Differentiation.md,vault/MA/Mathematical-Analysis-&-Modeling/PAS/6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.2. Logarithmic Differentiation
1741,Limits of Vector-Valued Functions,64,MVC,MVC.1.1.2,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Lessons/1.1.2. Limits of Vector-Valued Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Source/1.1.2. Limits of Vector-Valued Functions
1799,The Cartesian Equation of a Line,64,LAL,LAL.1.3.3,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.3. The Cartesian Equation of a Line.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.3. The Cartesian Equation of a Line
1806,The Parametric Equations of a Plane,64,LAL,LAL.1.3.6,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.6. The Parametric Equations of a Plane.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.6. The Parametric Equations of a Plane
1904,Identifying the Pivot Columns of a Matrix,64,LAL,LAL.2.2.9,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.9. Identifying the Pivot Columns of a Matrix.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.9. Identifying the Pivot Columns of a Matrix
3387,Affine Transformations,64,MVC,MVC.2.6.1,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.1. Affine Transformations.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.1. Affine Transformations
4387,Visualizing Cartesian Products,64,LAL,LAL.1.2.4,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Lessons/1.2.4. Visualizing Cartesian Products.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.2. Set Operations/Source/1.2.4. Visualizing Cartesian Products
6669,Piecewise Continuity,64,DEQ,DEQ.5.1.3,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Lessons/5.1.3. Piecewise Continuity.md,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/5. Laplace Transforms/5.1. Laplace Transforms/Source/5.1.3. Piecewise Continuity
650,Differential Operators,65,DEQ,DEQ.3.1.1,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/3. Linear Differential Equations/3.1. Theory of Solutions to Linear ODEs/Lessons/3.1.1. Differential Operators.md,vault/MA/Mathematical-Analysis-&-Modeling/DEQ/3. Linear Differential Equations/3.1. Theory of Solutions to Linear ODEs/Source/3.1.1. Differential Operators
1374,Solving 3x3 Singular Systems of Equations Using Gaussian Elimination,65,LAL,LAL.2.2.10,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.10. Solving 3x3 Singular Systems of Equations Using Gaussian Elimination.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.10. Solving 3x3 Singular Systems of Equations Using Gaussian Elimination
1727,Row Operations on 2x2 Matrices as Products of Elementary Matrices,65,LAL,LAL.2.3.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Lessons/2.3.2. Row Operations on 2x2 Matrices as Products of Elementary Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Source/2.3.2. Row Operations on 2x2 Matrices as Products of Elementary Matrices
1777,Triangular Matrices,65,LAL,LAL.2.5.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.5. LU Factorization/Lessons/2.5.1. Triangular Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.5. LU Factorization/Source/2.5.1. Triangular Matrices
1805,The Vector Equation of a Plane,65,LAL,LAL.1.3.4,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.4. The Vector Equation of a Plane.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.4. The Vector Equation of a Plane
2015,Matrices Over the Complex Numbers,65,LAL,LAL.5.3.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Lessons/5.3.2. Matrices Over the Complex Numbers.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.3. Real Matrices With Complex Eigenvalues/Source/5.3.2. Matrices Over the Complex Numbers
3121,Bilinear Forms,65,LAL,LAL.7.2.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/7. Quadratic Forms/7.2. Quadratic Forms/Lessons/7.2.1. Bilinear Forms.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/7. Quadratic Forms/7.2. Quadratic Forms/Source/7.2.1. Bilinear Forms
4392,Describing Planar Regions Using Set-Builder Notation,65,LAL,LAL.1.1.7,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Lessons/1.1.7. Describing Planar Regions Using Set-Builder Notation.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.1. Introduction to Set Theory/Source/1.1.7. Describing Planar Regions Using Set-Builder Notation
42,Matrices With Easy-to-Find Inverses,66,LAL,LAL.2.4.5,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.4. The Inverse of a Matrix/Lessons/2.4.5. Matrices With Easy-to-Find Inverses.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.4. The Inverse of a Matrix/Source/2.4.5. Matrices With Easy-to-Find Inverses
1049,Reduced Row Echelon Form,66,LAL,LAL.2.2.11,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.11. Reduced Row Echelon Form.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.11. Reduced Row Echelon Form
1735,Partitioned and Block Matrices,66,LAL,LAL.2.1.10,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Lessons/2.1.10. Partitioned and Block Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Source/2.1.10. Partitioned and Block Matrices
1770,Finding Determinants Using Laplace Expansions,66,LAL,LAL.2.1.4,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Lessons/2.1.4. Finding Determinants Using Laplace Expansions.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.1. Determinants/Source/2.1.4. Finding Determinants Using Laplace Expansions
1779,LU Factorization of 2x2 Matrices,66,LAL,LAL.2.5.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.5. LU Factorization/Lessons/2.5.2. LU Factorization of 2x2 Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.5. LU Factorization/Source/2.5.2. LU Factorization of 2x2 Matrices
1807,The Cartesian Equation of a Plane,66,LAL,LAL.1.3.5,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Lessons/1.3.5. The Cartesian Equation of a Plane.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/1. Preliminaries/1.3. Vector Geometry/Source/1.3.5. The Cartesian Equation of a Plane
1851,Linear Combinations of Vectors in N-Dimensional Euclidean Space,66,LAL,LAL.3.1.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Lessons/3.1.2. Linear Combinations of Vectors in N-Dimensional Euclidean Space.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/3. Vector Spaces/3.1. Vectors in N-Dimensional Space/Source/3.1.2. Linear Combinations of Vectors in N-Dimensional Euclidean Space
1913,Steady-State Vectors,66,LAL,LAL.8.2.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/8. Applications of Linear Algebra/8.2. Markov Chains/Lessons/8.2.2. Steady-State Vectors.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/8. Applications of Linear Algebra/8.2. Markov Chains/Source/8.2.2. Steady-State Vectors
1930,Interior and Boundary Points,66,MVC,MVC.2.1.1,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.1. Interior and Boundary Points.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.1. Interior and Boundary Points
2089,Row Operations on 3x3 Matrices as Products of Elementary Matrices,66,LAL,LAL.2.3.4,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Lessons/2.3.4. Row Operations on 3x3 Matrices as Products of Elementary Matrices.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.3. Elementary Matrices/Source/2.3.4. Row Operations on 3x3 Matrices as Products of Elementary Matrices
3697,Partitions of Intervals,66,MVC,MVC.3.1.2,vault/MA/Mathematical-Analysis-&-Modeling/MVC/3. Multiple Integrals/3.1. Riemann Sums/Lessons/3.1.2. Partitions of Intervals.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/3. Multiple Integrals/3.1. Riemann Sums/Source/3.1.2. Partitions of Intervals
1341,Permutations With Repetition,67,PAS,PAS.1.2.1,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Lessons/1.2.1. Permutations With Repetition.md,vault/MA/Mathematical-Analysis-&-Modeling/PAS/1. Probability & Random Variables/1.2. Combinatorics/Source/1.2.1. Permutations With Repetition
1375,The Eigenvalues and Eigenvectors of a 2x2 Matrix,67,LAL,LAL.5.1.1,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Lessons/5.1.1. The Eigenvalues and Eigenvectors of a 2x2 Matrix.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/5. Diagonalization of Matrices/5.1. Eigenvectors and Eigenvalues/Source/5.1.1. The Eigenvalues and Eigenvectors of a 2x2 Matrix
1728,Finding the Inverse of a 2x2 Matrix Using Row Operations,67,LAL,LAL.2.4.2,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.4. The Inverse of a Matrix/Lessons/2.4.2. Finding the Inverse of a 2x2 Matrix Using Row Operations.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.4. The Inverse of a Matrix/Source/2.4.2. Finding the Inverse of a 2x2 Matrix Using Row Operations
1733,Gaussian Elimination For NxM Systems of Equations,67,LAL,LAL.2.2.12,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Lessons/2.2.12. Gaussian Elimination For NxM Systems of Equations.md,vault/MA/Mathematical-Analysis-&-Modeling/LAL/2. Matrices/2.2. Gaussian Elimination/Source/2.2.12. Gaussian Elimination For NxM Systems of Equations
