layer,topic-id,topic-code,topic-name,lesson-path,source-path
70,3343,MVC.1.3.1,Vector Fields,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.1. Vector Fields.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.1. Vector Fields
75,3344,MVC.1.3.2,Visualizing Vector Fields,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.2. Visualizing Vector Fields.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.2. Visualizing Vector Fields
76,3692,MVC.1.3.3,Gradient Vector Fields,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.3. Gradient Vector Fields.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.3. Gradient Vector Fields
77,3149,MVC.1.3.4,Conservative Vector Fields in the Cartesian Plane,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.4. Conservative Vector Fields in the Cartesian Plane.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.4. Conservative Vector Fields in the Cartesian Plane
78,1951,MVC.1.3.5,Calculating Potential Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.5. Calculating Potential Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.5. Calculating Potential Functions
73,3357,MVC.1.3.6,Connected and Simply-Connected Regions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.6. Connected and Simply-Connected Regions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.6. Connected and Simply-Connected Regions
77,3717,MVC.1.3.7,Stream Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.7. Stream Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.7. Stream Functions
76,2131,MVC.1.4.1,The Divergence of a Vector Field,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.1. The Divergence of a Vector Field.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.1. The Divergence of a Vector Field
77,3701,MVC.1.4.2,Properties of the Divergence Operator,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.2. Properties of the Divergence Operator.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.2. Properties of the Divergence Operator
76,2132,MVC.1.4.3,The Curl of a Vector Field,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.3. The Curl of a Vector Field.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.3. The Curl of a Vector Field
77,3700,MVC.1.4.4,Properties of the Curl Operator,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.4. Properties of the Curl Operator.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.4. Properties of the Curl Operator
66,1930,MVC.2.1.1,Interior and Boundary Points,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.1. Interior and Boundary Points.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.1. Interior and Boundary Points
67,4063,MVC.2.1.2,Interiors and Boundaries of Sets,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.2. Interiors and Boundaries of Sets.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.2. Interiors and Boundaries of Sets
68,4097,MVC.2.1.3,Open and Closed Sets,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.3. Open and Closed Sets.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.3. Open and Closed Sets
69,1899,MVC.2.1.4,The Domain of a Multivariable Function,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.4. The Domain of a Multivariable Function.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.4. The Domain of a Multivariable Function
70,1900,MVC.2.1.5,Level Curves,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.5. Level Curves.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.5. Level Curves
73,1978,MVC.2.1.6,Level Surfaces,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.6. Level Surfaces.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.6. Level Surfaces
70,1931,MVC.2.1.7,Limits and Continuity of Multivariable Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.7. Limits and Continuity of Multivariable Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.7. Limits and Continuity of Multivariable Functions
70,1896,MVC.2.2.1,Ellipsoids,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.1. Ellipsoids.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.1. Ellipsoids
71,1892,MVC.2.2.2,Hyperboloids,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.2. Hyperboloids.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.2. Hyperboloids
71,1893,MVC.2.2.3,Paraboloids,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.3. Paraboloids.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.3. Paraboloids
71,1894,MVC.2.2.4,Elliptic Cones,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.4. Elliptic Cones.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.4. Elliptic Cones
71,1895,MVC.2.2.5,Cylinders,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.5. Cylinders.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.5. Cylinders
72,4208,MVC.2.2.6,Intersections of Lines and Planes With Surfaces,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.6. Intersections of Lines and Planes With Surfaces.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.6. Intersections of Lines and Planes With Surfaces
72,1898,MVC.2.2.7,Identifying Quadric Surfaces,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.7. Identifying Quadric Surfaces.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.7. Identifying Quadric Surfaces
71,1929,MVC.2.3.1,Introduction to Partial Derivatives,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.1. Introduction to Partial Derivatives.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.1. Introduction to Partial Derivatives
72,4096,MVC.2.3.2,Computing Partial Derivatives Using the Rules of Differentiation,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.2. Computing Partial Derivatives Using the Rules of Differentiation.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.2. Computing Partial Derivatives Using the Rules of Differentiation
73,1955,MVC.2.3.3,Geometric Interpretations of Partial Derivatives,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.3. Geometric Interpretations of Partial Derivatives.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.3. Geometric Interpretations of Partial Derivatives
73,1932,MVC.2.3.4,Partial Differentiability of Multivariable Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.4. Partial Differentiability of Multivariable Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.4. Partial Differentiability of Multivariable Functions
75,1933,MVC.2.3.5,Higher-Order Partial Derivatives,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.5. Higher-Order Partial Derivatives.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.5. Higher-Order Partial Derivatives
76,1957,MVC.2.3.6,Equality of Mixed Partial Derivatives,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.6. Equality of Mixed Partial Derivatives.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.6. Equality of Mixed Partial Derivatives
73,1980,MVC.2.3.7,Tangent Planes to Surfaces,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.7. Tangent Planes to Surfaces.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.7. Tangent Planes to Surfaces
75,1937,MVC.2.3.8,Linearization of Multivariable Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.8. Linearization of Multivariable Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.8. Linearization of Multivariable Functions
74,6682,MVC.2.3.9,Differentiating Under the Integral Sign,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.9. Differentiating Under the Integral Sign.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.9. Differentiating Under the Integral Sign
74,1934,MVC.2.4.1,The Gradient Vector,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.1. The Gradient Vector.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.1. The Gradient Vector
75,1939,MVC.2.4.2,The Gradient as a Normal Vector,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.2. The Gradient as a Normal Vector.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.2. The Gradient as a Normal Vector
76,1940,MVC.2.4.3,Tangent Lines to Level Curves,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.3. Tangent Lines to Level Curves.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.3. Tangent Lines to Level Curves
77,1984,MVC.2.4.4,Tangent Planes to Level Surfaces,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.4. Tangent Planes to Level Surfaces.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.4. Tangent Planes to Level Surfaces
75,1938,MVC.2.4.5,Directional Derivatives,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.5. Directional Derivatives.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.5. Directional Derivatives
75,1941,MVC.2.4.6,The Multivariable Mean-Value Theorem,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.6. The Multivariable Mean-Value Theorem.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.6. The Multivariable Mean-Value Theorem
73,3173,MVC.2.5.1,The Multivariable Chain Rule,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.1. The Multivariable Chain Rule.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.1. The Multivariable Chain Rule
74,1942,MVC.2.5.2,The Multivariable Chain Rule With Polar Coordinates,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.2. The Multivariable Chain Rule With Polar Coordinates.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.2. The Multivariable Chain Rule With Polar Coordinates
75,1936,MVC.2.5.3,The Multivariable Chain Rule in Vector Form,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.3. The Multivariable Chain Rule in Vector Form.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.3. The Multivariable Chain Rule in Vector Form
77,1950,MVC.2.5.4,Differentials,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.4. Differentials.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.4. Differentials
64,3387,MVC.2.6.1,Affine Transformations,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.1. Affine Transformations.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.1. Affine Transformations
67,3706,MVC.2.6.2,The Image of an Affine Transformation,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.2. The Image of an Affine Transformation.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.2. The Image of an Affine Transformation
69,3707,MVC.2.6.3,The Inverse of an Affine Transformation,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.3. The Inverse of an Affine Transformation.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.3. The Inverse of an Affine Transformation
75,2832,MVC.2.6.4,Nonlinear Transformations of Plane Regions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.4. Nonlinear Transformations of Plane Regions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.4. Nonlinear Transformations of Plane Regions
76,4135,MVC.2.6.5,Polar Coordinate Transformations,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.5. Polar Coordinate Transformations.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.5. Polar Coordinate Transformations
76,4134,MVC.2.6.6,Transformations of Regions Between Curves,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.6. Transformations of Regions Between Curves.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.6. Transformations of Regions Between Curves
73,1999,MVC.2.7.1,The Jacobian,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.1. The Jacobian.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.1. The Jacobian
74,4149,MVC.2.7.2,The Inverse Function Theorem,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.2. The Inverse Function Theorem.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.2. The Inverse Function Theorem
75,2058,MVC.2.7.3,The Jacobian of a Three-Dimensional Transformation,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.3. The Jacobian of a Three-Dimensional Transformation.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.3. The Jacobian of a Three-Dimensional Transformation
76,4169,MVC.2.7.4,The Derivative of a Multivariable Function,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.4. The Derivative of a Multivariable Function.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.4. The Derivative of a Multivariable Function
77,2824,MVC.2.7.5,The Second Derivative of a Multivariable Function,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.5. The Second Derivative of a Multivariable Function.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.5. The Second Derivative of a Multivariable Function
78,4171,MVC.2.7.6,Second-Degree Taylor Polynomials of Multivariable Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.6. Second-Degree Taylor Polynomials of Multivariable Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.7. Differentiation/Source/2.7.6. Second-Degree Taylor Polynomials of Multivariable Functions
79,1945,MVC.2.8.1,Global vs. Local Extrema and Critical Points of Multivariable Functions,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.8. Optimization/Lessons/2.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.8. Optimization/Source/2.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions
80,1944,MVC.2.8.2,The Second Partial Derivatives Test,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.8. Optimization/Lessons/2.8.2. The Second Partial Derivatives Test.md,vault/MA/Mathematical-Analysis-&-Modeling/MVC/2. Multivariable Functions/2.8. Optimization/Source/2.8.2. The Second Partial Derivatives Test
