role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,71,CA2,1172,4.5.13,Selecting Procedures for Analyzing Infinite Series,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Lessons/4.5.13. Selecting Procedures for Analyzing Infinite Series.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Source/4.5.13. Selecting Procedures for Analyzing Infinite Series
prerequisite,24,MF1,380,7.1.1,Writing Radical Expressions Using Fractional Exponents,vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.1. Radical Expressions/Lessons/7.1.1. Writing Radical Expressions Using Fractional Exponents.md,vault/MA/Mathematical-Foundations/MF1/7. Radical & Rational Expressions/7.1. Radical Expressions/Source/7.1.1. Writing Radical Expressions Using Fractional Exponents
prerequisite,32,MF2,3958,7.1.5,Properties of Finite Series,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Lessons/7.1.5. Properties of Finite Series.md,vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.1. Introduction to Sequences/Source/7.1.5. Properties of Finite Series
prerequisite,33,MF3,982,1.4.4,Convergent and Divergent Infinite Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.4. Convergent and Divergent Infinite Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.4. Convergent and Divergent Infinite Series
prerequisite,33,MF3,691,1.4.7,Finding the Sum of an Infinite Geometric Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.7. Finding the Sum of an Infinite Geometric Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.7. Finding the Sum of an Infinite Geometric Series
prerequisite,33,MF3,686,1.4.8,Writing an Infinite Geometric Series in Sigma Notation,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.8. Writing an Infinite Geometric Series in Sigma Notation.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.8. Writing an Infinite Geometric Series in Sigma Notation
prerequisite,34,MF2,436,6.1.5,Dividing Rational Expressions,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Lessons/6.1.5. Dividing Rational Expressions.md,vault/MA/Mathematical-Foundations/MF2/6. Radical & Rational Functions/6.1. Rational Expressions/Source/6.1.5. Dividing Rational Expressions
prerequisite,35,MF3,4052,1.4.6,Further Properties of Infinite Series,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.6. Further Properties of Infinite Series.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.6. Further Properties of Infinite Series
prerequisite,35,MF3,2857,2.1.12,Solving Inequalities Involving Exponential Functions,vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.1. Single-Variable Inequalities/Lessons/2.1.12. Solving Inequalities Involving Exponential Functions.md,vault/MA/Mathematical-Foundations/MF3/2. Inequalities/2.1. Single-Variable Inequalities/Source/2.1.12. Solving Inequalities Involving Exponential Functions
prerequisite,36,MF1,350,5.6.14,Compound AND Inequalities,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Lessons/5.6.14. Compound AND Inequalities.md,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Source/5.6.14. Compound AND Inequalities
prerequisite,36,MF3,203,5.3.1,Simplifying Expressions Using Basic Trigonometric Identities,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.3. Trigonometric Identities/Lessons/5.3.1. Simplifying Expressions Using Basic Trigonometric Identities.md,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.3. Trigonometric Identities/Source/5.3.1. Simplifying Expressions Using Basic Trigonometric Identities
prerequisite,39,MF2,1263,11.3.1,Limits at Infinity of Polynomials,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.1. Limits at Infinity of Polynomials.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.1. Limits at Infinity of Polynomials
prerequisite,39,MF2,1717,11.3.3,Limits of Exponential Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.3. Limits of Exponential Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.3. Limits of Exponential Functions
prerequisite,40,MF2,1377,11.3.4,Limits of Logarithmic Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.4. Limits of Logarithmic Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.4. Limits of Logarithmic Functions
prerequisite,40,MF2,1719,11.3.6,Limits of Trigonometric Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.6. Limits of Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.6. Limits of Trigonometric Functions
prerequisite,41,MF2,1958,11.3.7,Limits of Reciprocal Trigonometric Functions,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Lessons/11.3.7. Limits of Reciprocal Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF2/11. Limits & Continuity/11.3. Limits of Functions/Source/11.3.7. Limits of Reciprocal Trigonometric Functions
prerequisite,41,MF3,607,7.1.8,Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.8. Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.8. Evaluating Limits at Infinity by Comparing Relative Magnitudes of Functions
prerequisite,42,MF3,606,7.1.3,Special Limits Involving Sine,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Lessons/7.1.3. Special Limits Involving Sine.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.1. Limits/Source/7.1.3. Special Limits Involving Sine
prerequisite,43,MF3,3838,1.4.2,Further Convergence of Geometric Sequences,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Lessons/1.4.2. Further Convergence of Geometric Sequences.md,vault/MA/Mathematical-Foundations/MF3/1. Sequences and Series/1.4. Infinite Series/Source/1.4.2. Further Convergence of Geometric Sequences
prerequisite,44,CA2,3861,4.2.3,Identifying Monotonic Sequences Using Ratios,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.2. Monotonic Sequences/Lessons/4.2.3. Identifying Monotonic Sequences Using Ratios.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.2. Monotonic Sequences/Source/4.2.3. Identifying Monotonic Sequences Using Ratios
prerequisite,57,CA2,1089,4.1.4,Limits of Sequences With Factorials,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.1. Sequences/Lessons/4.1.4. Limits of Sequences With Factorials.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.1. Sequences/Source/4.1.4. Limits of Sequences With Factorials
prerequisite,61,CA2,3539,4.1.6,Further Determining Limits of Sequences Using Relative Magnitudes,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.1. Sequences/Lessons/4.1.6. Further Determining Limits of Sequences Using Relative Magnitudes.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.1. Sequences/Source/4.1.6. Further Determining Limits of Sequences Using Relative Magnitudes
prerequisite,61,CA2,746,4.5.8,The Ratio Test,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Lessons/4.5.8. The Ratio Test.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Source/4.5.8. The Ratio Test
prerequisite,69,CA2,3844,4.2.2,Identifying Monotonic Sequences Using Differentiation,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.2. Monotonic Sequences/Lessons/4.2.2. Identifying Monotonic Sequences Using Differentiation.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.2. Monotonic Sequences/Source/4.2.2. Identifying Monotonic Sequences Using Differentiation
prerequisite,70,CA2,744,4.5.2,The Integral Test,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Lessons/4.5.2. The Integral Test.md,vault/MA/Single-Variable-Calculus/CA2/4. Sequences & Series/4.5. Infinite Series Convergence Tests/Source/4.5.2. The Integral Test
