topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
1796,MVC.1.1.11,1.1.11,The Osculating Plane,1. Vector Functions and Vector Fields,1.1. Vector-Valued Functions,1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Lessons/1.1.11. The Osculating Plane.md,1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Source/1.1.11. The Osculating Plane,70,70,11
1838,MVC.1.1.12,1.1.12,Parameterization by Arc Length,1. Vector Functions and Vector Fields,1.1. Vector-Valued Functions,1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Lessons/1.1.12. Parameterization by Arc Length.md,1. Vector Functions and Vector Fields/1.1. Vector-Valued Functions/Source/1.1.12. Parameterization by Arc Length,75,75,12
1833,MVC.1.2.1,1.2.1,Introduction to Curvature,1. Vector Functions and Vector Fields,1.2. Curvature,1. Vector Functions and Vector Fields/1.2. Curvature/Lessons/1.2.1. Introduction to Curvature.md,1. Vector Functions and Vector Fields/1.2. Curvature/Source/1.2.1. Introduction to Curvature,76,76,13
1836,MVC.1.2.2,1.2.2,Finding Curvature Using the Cross Product,1. Vector Functions and Vector Fields,1.2. Curvature,1. Vector Functions and Vector Fields/1.2. Curvature/Lessons/1.2.2. Finding Curvature Using the Cross Product.md,1. Vector Functions and Vector Fields/1.2. Curvature/Source/1.2.2. Finding Curvature Using the Cross Product,77,77,14
1834,MVC.1.2.3,1.2.3,Radius of Curvature,1. Vector Functions and Vector Fields,1.2. Curvature,1. Vector Functions and Vector Fields/1.2. Curvature/Lessons/1.2.3. Radius of Curvature.md,1. Vector Functions and Vector Fields/1.2. Curvature/Source/1.2.3. Radius of Curvature,78,78,15
1839,MVC.1.2.4,1.2.4,The Curvature of a Plane Curve,1. Vector Functions and Vector Fields,1.2. Curvature,1. Vector Functions and Vector Fields/1.2. Curvature/Lessons/1.2.4. The Curvature of a Plane Curve.md,1. Vector Functions and Vector Fields/1.2. Curvature/Source/1.2.4. The Curvature of a Plane Curve,79,79,16
3343,MVC.1.3.1,1.3.1,Vector Fields,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.1. Vector Fields.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.1. Vector Fields,70,70,17
3344,MVC.1.3.2,1.3.2,Visualizing Vector Fields,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.2. Visualizing Vector Fields.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.2. Visualizing Vector Fields,71,71,18
3692,MVC.1.3.3,1.3.3,Gradient Vector Fields,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.3. Gradient Vector Fields.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.3. Gradient Vector Fields,76,76,19
3149,MVC.1.3.4,1.3.4,Conservative Vector Fields in the Cartesian Plane,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.4. Conservative Vector Fields in the Cartesian Plane.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.4. Conservative Vector Fields in the Cartesian Plane,77,77,20
1951,MVC.1.3.5,1.3.5,Calculating Potential Functions,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.5. Calculating Potential Functions.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.5. Calculating Potential Functions,78,78,21
3357,MVC.1.3.6,1.3.6,Connected and Simply-Connected Regions,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.6. Connected and Simply-Connected Regions.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.6. Connected and Simply-Connected Regions,70,70,22
3717,MVC.1.3.7,1.3.7,Stream Functions,1. Vector Functions and Vector Fields,1.3. Vector Fields,1. Vector Functions and Vector Fields/1.3. Vector Fields/Lessons/1.3.7. Stream Functions.md,1. Vector Functions and Vector Fields/1.3. Vector Fields/Source/1.3.7. Stream Functions,77,77,23
2131,MVC.1.4.1,1.4.1,The Divergence of a Vector Field,1. Vector Functions and Vector Fields,1.4. Divergence and Curl,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.1. The Divergence of a Vector Field.md,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.1. The Divergence of a Vector Field,74,74,24
3701,MVC.1.4.2,1.4.2,Properties of the Divergence Operator,1. Vector Functions and Vector Fields,1.4. Divergence and Curl,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.2. Properties of the Divergence Operator.md,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.2. Properties of the Divergence Operator,77,77,25
2132,MVC.1.4.3,1.4.3,The Curl of a Vector Field,1. Vector Functions and Vector Fields,1.4. Divergence and Curl,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.3. The Curl of a Vector Field.md,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.3. The Curl of a Vector Field,74,74,26
3700,MVC.1.4.4,1.4.4,Properties of the Curl Operator,1. Vector Functions and Vector Fields,1.4. Divergence and Curl,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Lessons/1.4.4. Properties of the Curl Operator.md,1. Vector Functions and Vector Fields/1.4. Divergence and Curl/Source/1.4.4. Properties of the Curl Operator,77,77,27
1930,MVC.2.1.1,2.1.1,Interior and Boundary Points,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.1. Interior and Boundary Points.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.1. Interior and Boundary Points,66,66,28
4063,MVC.2.1.2,2.1.2,Interiors and Boundaries of Sets,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.2. Interiors and Boundaries of Sets.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.2. Interiors and Boundaries of Sets,67,67,29
4097,MVC.2.1.3,2.1.3,Open and Closed Sets,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.3. Open and Closed Sets.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.3. Open and Closed Sets,68,68,30
1899,MVC.2.1.4,2.1.4,The Domain of a Multivariable Function,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.4. The Domain of a Multivariable Function.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.4. The Domain of a Multivariable Function,69,69,31
1900,MVC.2.1.5,2.1.5,Level Curves,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.5. Level Curves.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.5. Level Curves,70,70,32
1978,MVC.2.1.6,2.1.6,Level Surfaces,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.6. Level Surfaces.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.6. Level Surfaces,73,73,33
1931,MVC.2.1.7,2.1.7,Limits and Continuity of Multivariable Functions,2. Multivariable Functions,2.1. Introduction to Multivariable Functions,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Lessons/2.1.7. Limits and Continuity of Multivariable Functions.md,2. Multivariable Functions/2.1. Introduction to Multivariable Functions/Source/2.1.7. Limits and Continuity of Multivariable Functions,70,70,34
1896,MVC.2.2.1,2.2.1,Ellipsoids,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.1. Ellipsoids.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.1. Ellipsoids,70,70,35
1892,MVC.2.2.2,2.2.2,Hyperboloids,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.2. Hyperboloids.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.2. Hyperboloids,71,71,36
1893,MVC.2.2.3,2.2.3,Paraboloids,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.3. Paraboloids.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.3. Paraboloids,71,71,37
1894,MVC.2.2.4,2.2.4,Elliptic Cones,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.4. Elliptic Cones.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.4. Elliptic Cones,71,71,38
1895,MVC.2.2.5,2.2.5,Cylinders,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.5. Cylinders.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.5. Cylinders,71,71,39
4208,MVC.2.2.6,2.2.6,Intersections of Lines and Planes With Surfaces,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.6. Intersections of Lines and Planes With Surfaces.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.6. Intersections of Lines and Planes With Surfaces,72,72,40
1898,MVC.2.2.7,2.2.7,Identifying Quadric Surfaces,2. Multivariable Functions,2.2. Quadric Surfaces and Cylinders,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Lessons/2.2.7. Identifying Quadric Surfaces.md,2. Multivariable Functions/2.2. Quadric Surfaces and Cylinders/Source/2.2.7. Identifying Quadric Surfaces,72,72,41
1929,MVC.2.3.1,2.3.1,Introduction to Partial Derivatives,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.1. Introduction to Partial Derivatives.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.1. Introduction to Partial Derivatives,71,71,42
4096,MVC.2.3.2,2.3.2,Computing Partial Derivatives Using the Rules of Differentiation,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.2. Computing Partial Derivatives Using the Rules of Differentiation.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.2. Computing Partial Derivatives Using the Rules of Differentiation,72,72,43
1955,MVC.2.3.3,2.3.3,Geometric Interpretations of Partial Derivatives,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.3. Geometric Interpretations of Partial Derivatives.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.3. Geometric Interpretations of Partial Derivatives,73,73,44
1932,MVC.2.3.4,2.3.4,Partial Differentiability of Multivariable Functions,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.4. Partial Differentiability of Multivariable Functions.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.4. Partial Differentiability of Multivariable Functions,73,73,45
1933,MVC.2.3.5,2.3.5,Higher-Order Partial Derivatives,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.5. Higher-Order Partial Derivatives.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.5. Higher-Order Partial Derivatives,73,73,46
1957,MVC.2.3.6,2.3.6,Equality of Mixed Partial Derivatives,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.6. Equality of Mixed Partial Derivatives.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.6. Equality of Mixed Partial Derivatives,74,74,47
1980,MVC.2.3.7,2.3.7,Tangent Planes to Surfaces,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.7. Tangent Planes to Surfaces.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.7. Tangent Planes to Surfaces,73,73,48
1937,MVC.2.3.8,2.3.8,Linearization of Multivariable Functions,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.8. Linearization of Multivariable Functions.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.8. Linearization of Multivariable Functions,75,75,49
6682,MVC.2.3.9,2.3.9,Differentiating Under the Integral Sign,2. Multivariable Functions,2.3. Partial Derivatives,2. Multivariable Functions/2.3. Partial Derivatives/Lessons/2.3.9. Differentiating Under the Integral Sign.md,2. Multivariable Functions/2.3. Partial Derivatives/Source/2.3.9. Differentiating Under the Integral Sign,74,74,50
1934,MVC.2.4.1,2.4.1,The Gradient Vector,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.1. The Gradient Vector.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.1. The Gradient Vector,74,74,51
1939,MVC.2.4.2,2.4.2,The Gradient as a Normal Vector,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.2. The Gradient as a Normal Vector.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.2. The Gradient as a Normal Vector,75,75,52
1940,MVC.2.4.3,2.4.3,Tangent Lines to Level Curves,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.3. Tangent Lines to Level Curves.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.3. Tangent Lines to Level Curves,76,76,53
1984,MVC.2.4.4,2.4.4,Tangent Planes to Level Surfaces,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.4. Tangent Planes to Level Surfaces.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.4. Tangent Planes to Level Surfaces,77,77,54
1938,MVC.2.4.5,2.4.5,Directional Derivatives,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.5. Directional Derivatives.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.5. Directional Derivatives,75,75,55
1941,MVC.2.4.6,2.4.6,The Multivariable Mean-Value Theorem,2. Multivariable Functions,2.4. The Gradient Vector,2. Multivariable Functions/2.4. The Gradient Vector/Lessons/2.4.6. The Multivariable Mean-Value Theorem.md,2. Multivariable Functions/2.4. The Gradient Vector/Source/2.4.6. The Multivariable Mean-Value Theorem,75,75,56
3173,MVC.2.5.1,2.5.1,The Multivariable Chain Rule,2. Multivariable Functions,2.5. The Multivariable Chain Rule,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.1. The Multivariable Chain Rule.md,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.1. The Multivariable Chain Rule,73,73,57
1942,MVC.2.5.2,2.5.2,The Multivariable Chain Rule With Polar Coordinates,2. Multivariable Functions,2.5. The Multivariable Chain Rule,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.2. The Multivariable Chain Rule With Polar Coordinates.md,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.2. The Multivariable Chain Rule With Polar Coordinates,74,74,58
1936,MVC.2.5.3,2.5.3,The Multivariable Chain Rule in Vector Form,2. Multivariable Functions,2.5. The Multivariable Chain Rule,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.3. The Multivariable Chain Rule in Vector Form.md,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.3. The Multivariable Chain Rule in Vector Form,75,75,59
1950,MVC.2.5.4,2.5.4,Differentials,2. Multivariable Functions,2.5. The Multivariable Chain Rule,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Lessons/2.5.4. Differentials.md,2. Multivariable Functions/2.5. The Multivariable Chain Rule/Source/2.5.4. Differentials,74,74,60
3387,MVC.2.6.1,2.6.1,Affine Transformations,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.1. Affine Transformations.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.1. Affine Transformations,62,62,61
3706,MVC.2.6.2,2.6.2,The Image of an Affine Transformation,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.2. The Image of an Affine Transformation.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.2. The Image of an Affine Transformation,65,65,62
3707,MVC.2.6.3,2.6.3,The Inverse of an Affine Transformation,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.3. The Inverse of an Affine Transformation.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.3. The Inverse of an Affine Transformation,66,66,63
2832,MVC.2.6.4,2.6.4,Nonlinear Transformations of Plane Regions,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.4. Nonlinear Transformations of Plane Regions.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.4. Nonlinear Transformations of Plane Regions,75,75,64
4135,MVC.2.6.5,2.6.5,Polar Coordinate Transformations,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.5. Polar Coordinate Transformations.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.5. Polar Coordinate Transformations,76,76,65
4134,MVC.2.6.6,2.6.6,Transformations of Regions Between Curves,2. Multivariable Functions,2.6. Plane Transformations,2. Multivariable Functions/2.6. Plane Transformations/Lessons/2.6.6. Transformations of Regions Between Curves.md,2. Multivariable Functions/2.6. Plane Transformations/Source/2.6.6. Transformations of Regions Between Curves,76,76,66
1999,MVC.2.7.1,2.7.1,The Jacobian,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.1. The Jacobian.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.1. The Jacobian,73,73,67
4149,MVC.2.7.2,2.7.2,The Inverse Function Theorem,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.2. The Inverse Function Theorem.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.2. The Inverse Function Theorem,74,74,68
2058,MVC.2.7.3,2.7.3,The Jacobian of a Three-Dimensional Transformation,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.3. The Jacobian of a Three-Dimensional Transformation.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.3. The Jacobian of a Three-Dimensional Transformation,75,75,69
4169,MVC.2.7.4,2.7.4,The Derivative of a Multivariable Function,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.4. The Derivative of a Multivariable Function.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.4. The Derivative of a Multivariable Function,76,76,70
2824,MVC.2.7.5,2.7.5,The Second Derivative of a Multivariable Function,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.5. The Second Derivative of a Multivariable Function.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.5. The Second Derivative of a Multivariable Function,77,77,71
4171,MVC.2.7.6,2.7.6,Second-Degree Taylor Polynomials of Multivariable Functions,2. Multivariable Functions,2.7. Differentiation,2. Multivariable Functions/2.7. Differentiation/Lessons/2.7.6. Second-Degree Taylor Polynomials of Multivariable Functions.md,2. Multivariable Functions/2.7. Differentiation/Source/2.7.6. Second-Degree Taylor Polynomials of Multivariable Functions,78,78,72
1945,MVC.2.8.1,2.8.1,Global vs. Local Extrema and Critical Points of Multivariable Functions,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.1. Global vs. Local Extrema and Critical Points of Multivariable Functions,79,79,73
1944,MVC.2.8.2,2.8.2,The Second Partial Derivatives Test,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.2. The Second Partial Derivatives Test.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.2. The Second Partial Derivatives Test,80,80,74
1947,MVC.2.8.3,2.8.3,Calculating Global Extrema of Multivariable Functions,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.3. Calculating Global Extrema of Multivariable Functions.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.3. Calculating Global Extrema of Multivariable Functions,81,81,75
1948,MVC.2.8.4,2.8.4,Lagrange Multipliers With One Constraint,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.4. Lagrange Multipliers With One Constraint.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.4. Lagrange Multipliers With One Constraint,80,80,76
3380,MVC.2.8.5,2.8.5,Lagrange Multipliers With Multiple Constraints,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.5. Lagrange Multipliers With Multiple Constraints.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.5. Lagrange Multipliers With Multiple Constraints,81,81,77
4164,MVC.2.8.6,2.8.6,Optimizing Multivariable Functions Using Lagrange Multipliers,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.6. Optimizing Multivariable Functions Using Lagrange Multipliers.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.6. Optimizing Multivariable Functions Using Lagrange Multipliers,81,81,78
5379,MVC.2.8.7,2.8.7,Newton's Method for Multivariable Functions,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.7. Newton's Method for Multivariable Functions.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.7. Newton's Method for Multivariable Functions,74,74,79
5377,MVC.2.8.8,2.8.8,Newton's Method for Optimizing Multivariable Functions,2. Multivariable Functions,2.8. Optimization,2. Multivariable Functions/2.8. Optimization/Lessons/2.8.8. Newton's Method for Optimizing Multivariable Functions.md,2. Multivariable Functions/2.8. Optimization/Source/2.8.8. Newton's Method for Optimizing Multivariable Functions,78,78,80
1983,MVC.3.1.1,3.1.1,Double Summations,3. Multiple Integrals,3.1. Riemann Sums,3. Multiple Integrals/3.1. Riemann Sums/Lessons/3.1.1. Double Summations.md,3. Multiple Integrals/3.1. Riemann Sums/Source/3.1.1. Double Summations,45,45,81
3697,MVC.3.1.2,3.1.2,Partitions of Intervals,3. Multiple Integrals,3.1. Riemann Sums,3. Multiple Integrals/3.1. Riemann Sums/Lessons/3.1.2. Partitions of Intervals.md,3. Multiple Integrals/3.1. Riemann Sums/Source/3.1.2. Partitions of Intervals,45,45,82
