corpus_row_id,module,assignment_folder,assignment_date,assignment_code,assignment_type,lesson_file,lesson_kind,problem_number,lesson_title,lesson_id,topic_code,prerequisite_section_index,prerequisite_section_count_in_file,prerequisite_ordinal,source_line,source_relative_path,source_path,prerequisite_text,normalized_text,primary_type,secondary_types,math_subtypes,physics_topics,mastery_action,depth_level,depth_label,atomicity,has_condition_or_convention,condition_or_convention_tags,suggested_remediation,contains_math_notation,explicit_prerequisite_link,linked_target,normalized_course_frequency,duplicate_within_lesson,classification_confidence,review_flag,classification_method,classification_notes
P212-0017,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-2.md,Problem lesson,2,Magnitude of Constant Angular Acceleration,212-M1-034,MTH212.M1.34,1,1,5,23,M1/2026-06-24-M1-1/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-2.md,Know that a magnitude is nonnegative.,know that a magnitude is nonnegative,Semantic and physical interpretation,,,,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0018,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-3.md,Problem lesson,3,Finding Angular Acceleration Direction While Stopping,212-M1-035,MTH212.M1.35,1,1,1,18,M1/2026-06-24-M1-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-3.md,Clockwise and counterclockwise rotation as seen on the page,clockwise and counterclockwise rotation as seen on the page,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0019,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-3.md,Problem lesson,3,Finding Angular Acceleration Direction While Stopping,212-M1-035,MTH212.M1.35,1,1,2,19,M1/2026-06-24-M1-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-3.md,The right-hand rule for angular velocity direction,the right-hand rule for angular velocity direction,"Physics concept, law, or relation",Mathematical technique | Representation and spatial literacy,Vector mathematics,Circular and rotational motion,Recall,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,false,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0020,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-3.md,Problem lesson,3,Finding Angular Acceleration Direction While Stopping,212-M1-035,MTH212.M1.35,1,1,3,20,M1/2026-06-24-M1-1/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-3.md,Angular acceleration as the rate of change of angular velocity,angular acceleration as the rate of change of angular velocity,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0021,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-4.md,Problem lesson,4,Revolutions While A Disk Stops,212-M1-036,MTH212.M1.36,1,1,1,19,M1/2026-06-24-M1-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-4.md,Know that angular velocity is measured in radians per second.,know that angular velocity is measured in radians per second,"Physics concept, law, or relation",Model condition or reference choice,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,true,Angle-unit or calculator-mode convention,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0022,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-4.md,Problem lesson,4,Revolutions While A Disk Stops,212-M1-036,MTH212.M1.36,1,1,2,20,M1/2026-06-24-M1-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-4.md,Know that constant angular acceleration makes angular velocity change at a constant rate.,know that constant angular acceleration makes angular velocity change at a constant rate,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0023,M1,2026-06-24-M1-1,2026-06-24,M1-1,Lecture,Problem-4.md,Problem lesson,4,Revolutions While A Disk Stops,212-M1-036,MTH212.M1.36,1,1,3,21,M1/2026-06-24-M1-1/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-24-M1-1/Lessons/Problem-4.md,Know that one full revolution is $2\pi$ radians.,know that one full revolution is 2\pi radians,Model condition or reference choice,,,,Recall,D1,Retrieval cue,Atomic,true,Angle-unit or calculator-mode convention,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0024,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-1.md,Problem lesson,1,Find Angular Speed From Angular Position,212-M1-037,MTH212.M1.37,1,1,1,19,M1/2026-06-25-M1-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-1.md,Use the power rule: $\dfrac{d}{dt}(Ct^n)=nCt^{n-1}$.,use the power rule: ddt(ct^n)=nct^n-1,Mathematical technique,,Calculus,,Execute,D3,Short focused lesson,Atomic,false,,Short prerequisite lesson,true,false,,1,false,Medium,true,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0025,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-1.md,Problem lesson,1,Find Angular Speed From Angular Position,212-M1-037,MTH212.M1.37,1,1,2,20,M1/2026-06-25-M1-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-1.md,Substitute a given time into an expression.,substitute a given time into an expression,Mathematical technique,,Algebra and formula manipulation,,Execute,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0026,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-1.md,Problem lesson,1,Find Angular Speed From Angular Position,212-M1-037,MTH212.M1.37,1,1,3,21,M1/2026-06-25-M1-2/Lessons/Problem-1.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-1.md,Recognize that angular speed is the magnitude of angular velocity.,recognize that angular speed is the magnitude of angular velocity,"Physics concept, law, or relation",Semantic and physical interpretation,,Kinematics | Circular and rotational motion,Recognize,D1,Retrieval cue,Atomic,false,,Inline reminder,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0027,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-2.md,Problem lesson,2,Deciding Where Distance Belongs in a Speed Formula,212-M1-038,MTH212.M1.38,1,1,1,19,M1/2026-06-25-M1-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,Speed relates distance and time by $v=\dfrac{\text{distance}}{\text{time}}$.,speed relates distance and time by v=distancetime,"Physics concept, law, or relation",,,Kinematics,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,High,false,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0028,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-2.md,Problem lesson,2,Deciding Where Distance Belongs in a Speed Formula,212-M1-038,MTH212.M1.38,1,1,2,20,M1/2026-06-25-M1-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,A factor in the numerator makes the target quantity increase when that factor increases.,a factor in the numerator makes the target quantity increase when that factor increases,Mathematical technique,Model condition or reference choice,Algebra and formula manipulation,,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0029,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-2.md,Problem lesson,2,Deciding Where Distance Belongs in a Speed Formula,212-M1-038,MTH212.M1.38,1,1,3,21,M1/2026-06-25-M1-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,A factor in the denominator makes the target quantity decrease when that factor increases.,a factor in the denominator makes the target quantity decrease when that factor increases,Mathematical technique,Model condition or reference choice,Algebra and formula manipulation,,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0030,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-2.md,Problem lesson,2,Deciding Where Distance Belongs in a Speed Formula,212-M1-038,MTH212.M1.38,1,1,4,22,M1/2026-06-25-M1-2/Lessons/Problem-2.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-2.md,"To test one variable, hold the other givens fixed.","to test one variable, hold the other givens fixed",Mathematical technique,Model condition or reference choice,Algebra and formula manipulation,,Recall,D2,Paragraph or micro-example,Atomic,true,Fixed or constant quantity,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0031,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-3.md,Problem lesson,3,Putting Period in the Denominator for Rotating-Disk Speed,212-M1-039,MTH212.M1.39,1,1,1,19,M1/2026-06-25-M1-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,Speed is distance divided by time: $v=\dfrac{\text{distance}}{\text{time}}$.,speed is distance divided by time: v=distancetime,"Physics concept, law, or relation",,,Kinematics,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,High,false,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0032,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-3.md,Problem lesson,3,Putting Period in the Denominator for Rotating-Disk Speed,212-M1-039,MTH212.M1.39,1,1,2,20,M1/2026-06-25-M1-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,One full revolution is $2\pi$ radians.,one full revolution is 2\pi radians,Model condition or reference choice,,,,Recall,D1,Retrieval cue,Atomic,true,Angle-unit or calculator-mode convention,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0033,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-3.md,Problem lesson,3,Putting Period in the Denominator for Rotating-Disk Speed,212-M1-039,MTH212.M1.39,1,1,3,21,M1/2026-06-25-M1-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,Period $T$ is the time for one full revolution.,period t is the time for one full revolution,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0034,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-3.md,Problem lesson,3,Putting Period in the Denominator for Rotating-Disk Speed,212-M1-039,MTH212.M1.39,1,1,4,22,M1/2026-06-25-M1-2/Lessons/Problem-3.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-3.md,Angular speed is angle divided by time.,angular speed is angle divided by time,"Physics concept, law, or relation",Mathematical technique,Geometry and trigonometry,Kinematics,Recall,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,false,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0035,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-4.md,Problem lesson,4,Placing Angular Separation in a Speed Formula,212-M1-040,MTH212.M1.40,1,1,1,19,M1/2026-06-25-M1-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,Know that one full rotation is $2\pi$ radians.,know that one full rotation is 2\pi radians,"Physics concept, law, or relation",Model condition or reference choice,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,true,Angle-unit or calculator-mode convention,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0036,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-4.md,Problem lesson,4,Placing Angular Separation in a Speed Formula,212-M1-040,MTH212.M1.40,1,1,2,20,M1/2026-06-25-M1-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,Know that a period $T$ is the time for one full rotation.,know that a period t is the time for one full rotation,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0037,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-4.md,Problem lesson,4,Placing Angular Separation in a Speed Formula,212-M1-040,MTH212.M1.40,1,1,3,21,M1/2026-06-25-M1-2/Lessons/Problem-4.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-4.md,Know that speed is distance divided by time: $v=\dfrac{\text{distance}}{\text{time}}$.,know that speed is distance divided by time: v=distancetime,"Physics concept, law, or relation",,,Kinematics,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0038,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-5.md,Problem lesson,5,Bullet Speed from Rotating Disk Alignment,212-M1-041,MTH212.M1.41,1,1,1,20,M1/2026-06-25-M1-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-5.md,Constant speed means $v=\dfrac{\text{distance}}{\text{time}}$.,constant speed means v=distancetime,"Physics concept, law, or relation",Semantic and physical interpretation | Model condition or reference choice,,Kinematics,Recall,D2,Paragraph or micro-example,Atomic,true,Fixed or constant quantity,Inline paragraph or micro-example,true,false,,1,false,Medium,true,Rule-based taxonomy v2; focused corpus QA adjustment,Focused corpus QA adjustment applied
P212-0039,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-5.md,Problem lesson,5,Bullet Speed from Rotating Disk Alignment,212-M1-041,MTH212.M1.41,1,1,2,21,M1/2026-06-25-M1-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-5.md,One full rotation is $2\pi$ radians.,one full rotation is 2\pi radians,"Physics concept, law, or relation",Model condition or reference choice,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,true,Angle-unit or calculator-mode convention,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0040,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-5.md,Problem lesson,5,Bullet Speed from Rotating Disk Alignment,212-M1-041,MTH212.M1.41,1,1,3,22,M1/2026-06-25-M1-2/Lessons/Problem-5.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-5.md,A period $T$ is the time for one full rotation.,a period t is the time for one full rotation,"Physics concept, law, or relation",,,Circular and rotational motion,Recall,D1,Retrieval cue,Atomic,false,,Inline reminder,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
P212-0041,M1,2026-06-25-M1-2,2026-06-25,M1-2,Lecture,Problem-6.md,Problem lesson,6,Ranking Radial Accelerations,212-M1-003,MTH212.M1.03,1,1,1,20,M1/2026-06-25-M1-2/Lessons/Problem-6.md,/Users/jake/Developer/study/vault/212/M1/2026-06-25-M1-2/Lessons/Problem-6.md,Recognize speed $v$ and radius $r$ in a circular-motion diagram.,recognize speed v and radius r in a circular-motion diagram,Representation and spatial literacy,"Physics concept, law, or relation",,Kinematics | Circular and rotational motion,Recognize,D2,Paragraph or micro-example,Atomic,false,,Inline paragraph or micro-example,true,false,,1,false,High,false,Rule-based taxonomy v2; corpus-level model review and spot checks,
