role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
prerequisite,26,MF1,3748,5.7.2,Solving Equations With Odd Exponents Using the Nth Root Method,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method.md,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.2. Solving Equations With Odd Exponents Using the Nth Root Method
prerequisite,27,MF1,1587,5.7.3,Solving Equations With Even Exponents Using the Nth Root Method,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Lessons/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method.md,vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.7. Nonlinear Equations/Source/5.7.3. Solving Equations With Even Exponents Using the Nth Root Method
prerequisite,30,MF2,660,2.2.2,Factoring Higher-Order Polynomials as a Difference of Squares,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Lessons/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.2. Factoring Polynomials/Source/2.2.2. Factoring Higher-Order Polynomials as a Difference of Squares
prerequisite,33,MF1,1590,6.2.6,Calculating Distance From a Speed-Time Graph,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Lessons/6.2.6. Calculating Distance From a Speed-Time Graph.md,vault/MA/Mathematical-Foundations/MF1/6. Two-Variable Equations/6.2. Modeling With Two-Variable Linear Equations/Source/6.2.6. Calculating Distance From a Speed-Time Graph
prerequisite,39,MF2,2049,2.5.4,Graphing General Polynomials,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.5. Graphs of Polynomials/Lessons/2.5.4. Graphing General Polynomials.md,vault/MA/Mathematical-Foundations/MF2/2. Polynomials/2.5. Graphs of Polynomials/Source/2.5.4. Graphing General Polynomials
prerequisite,40,MF2,308,12.4.1,The Antiderivative,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Lessons/12.4.1. The Antiderivative.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Source/12.4.1. The Antiderivative
prerequisite,43,MF2,285,12.4.6,Integrating Trigonometric Functions,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Lessons/12.4.6. Integrating Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Source/12.4.6. Integrating Trigonometric Functions
prerequisite,46,MF3,2006,7.2.1,Continuity of Functions,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.2. Continuity/Lessons/7.2.1. Continuity of Functions.md,vault/MA/Mathematical-Foundations/MF3/7. Limits & Continuity/7.2. Continuity/Source/7.2.1. Continuity of Functions
prerequisite,47,MF2,312,12.4.5,Integrating Exponential Functions,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Lessons/12.4.5. Integrating Exponential Functions.md,vault/MA/Mathematical-Foundations/MF2/12. Introduction to Calculus/12.4. Indefinite Integrals/Source/12.4.5. Integrating Exponential Functions
prerequisite,48,MF3,342,8.1.8,Integration Using Inverse Trigonometric Functions,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Lessons/8.1.8. Integration Using Inverse Trigonometric Functions.md,vault/MA/Mathematical-Foundations/MF3/8. Differentiation/8.1. Differentiating Implicit and Inverse Functions/Source/8.1.8. Integration Using Inverse Trigonometric Functions
prerequisite,50,MF3,1040,9.3.1,The Area Bounded by a Curve and the X-Axis,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.1. The Area Bounded by a Curve and the X-Axis.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.1. The Area Bounded by a Curve and the X-Axis
prerequisite,51,MF3,1200,9.3.5,Calculating the Definite Integral of a Function Given Its Graph,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Lessons/9.3.5. Calculating the Definite Integral of a Function Given Its Graph.md,vault/MA/Mathematical-Foundations/MF3/9. Definite Integrals/9.3. The Area Under a Curve/Source/9.3.5. Calculating the Definite Integral of a Function Given Its Graph
prerequisite,51,MF3,478,10.1.8,Integrating Trigonometric Functions Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.8. Integrating Trigonometric Functions Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.8. Integrating Trigonometric Functions Using Substitution
prerequisite,53,MF3,762,11.1.4,Calculating Velocity Using Integration,"vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Lessons/11.1.4. Calculating Velocity Using Integration.md","vault/MA/Mathematical-Foundations/MF3/11. Contextual Applications of Calculus/11.1. Displacement, Velocity, and Acceleration/Source/11.1.4. Calculating Velocity Using Integration"
